Seccion;Manzana;Parcela;SMP;Expediente;Nomenclacion par;Fecha de registro;Direccion;Comuna 1;Codigo postal;Codigo postal argentino;Tipo obra;Superficie (m2);Direccion normalizada;Lon;Lat;Calle;Altura;Barrio;Comuna;
176;0;33;176-000-033;34980659/18;18-19-176--33;2019-07-29;J.S.M.DE ORO 2466/70;Comuna 14;1425;C1425FOJ;Obra Mayor;994;FRAY JUSTO SANTAMARIA DE ORO 2466;-58.42497111;-34.57965988;FRAY JUSTO SANTAMARIA DE ORO;2466;PALERMO;14;
176;0;33;176-000-033;34980659/18;18-19-176--33;2019-07-29;J.S.M.DE ORO 2466/70;Comuna 14;1425;C1425FOJ;Obra Mayor;97;FRAY JUSTO SANTAMARIA DE ORO 2466;-58.42497111;-34.57965988;FRAY JUSTO SANTAMARIA DE ORO;2466;PALERMO;14;
23;70;2;023-070-002;21190277/17;17-23-70-02;2019-09-16;HUERGO 244/46;Comuna 14;1426;C1426BQD;Micro Obra;;HUERGO 244;-58.4313555;-34.57344419;HUERGO;244;PALERMO;14;
19;46;24;019-046-024;21910998/19;18-19-46-24;2019-09-05;HONDURAS 4431/35;Comuna 14;1414;C1414BME;Micro Obra;22;HONDURAS 4431;-58.42444565;-34.59248177;HONDURAS;4431;PALERMO;14;
35;100;28;035-100-028;18101807/18;17-035-100-028/029;2019-07-24;GUATEMALA 5621/29;Comuna 14;1425;C1425BVI;Obra Mayor;3981;GUATEMALA 5621;-58.43205342;-34.58002422;GUATEMALA;5621;PALERMO;14;
35;100;29;035-100-029;18101807/18;17-035-100-028/029;2019-07-24;GUATEMALA 5621/29;Comuna 14;1425;C1425BVI;Obra Mayor;3981;GUATEMALA 5621;-58.43205342;-34.58002422;GUATEMALA;5621;PALERMO;14;
35;100;28;035-100-028;18101807/18;17-035-100-028/029;2019-07-24;GUATEMALA 5621/29;Comuna 14;1425;C1425BVI;Obra Mayor;32;GUATEMALA 5621;-58.43205342;-34.58002422;GUATEMALA;5621;PALERMO;14;
35;100;29;035-100-029;18101807/18;17-035-100-028/029;2019-07-24;GUATEMALA 5621/29;Comuna 14;1425;C1425BVI;Obra Mayor;32;GUATEMALA 5621;-58.43205342;-34.58002422;GUATEMALA;5621;PALERMO;14;
19;8;015a;019-008-015a;22386441/18;18-19-8-15a;2019-07-24;GASCON 1279/87;Comuna 14;1181;C1181ACW;Obra Mayor;4473;GASCON 1279;-58.42273655;-34.59557839;GASCON;1279;PALERMO;14;
19;8;015a;019-008-015a;22386441/18;18-19-8-15a;2019-07-24;GASCON 1279/87;Comuna 14;1181;C1181ACW;Obra Mayor;39;GASCON 1279;-58.42273655;-34.59557839;GASCON;1279;PALERMO;14;
21;28;20;021-028-020;20019069/19;18-021-028-020;2019-08-28;G.CRUZ 2818/22;Comuna 14;1425;C1425FQN;Micro Obra;;GODOY CRUZ 2818;-58.42432658;-34.57738125;GODOY CRUZ;2818;PALERMO;14;
21;53;3;021-053-003;9548769/18;18-21-53-3;2019-09-17;FR.J.S.M.DE ORO 2795/99;Comuna 14;1425;C1425FOO;Obra Media;1814.2;FRAY JUSTO SANTAMARIA DE ORO 2795;-58.42121952;-34.57611566;FRAY JUSTO SANTAMARIA DE ORO;2795;PALERMO;14;
23;27;018a;023-027-018a;32055579/18;17-23-27-18a;2019-08-20;F.LACROZE 1947/59;Comuna 14;1426;C1426CPE;Obra Mayor;9996.2;LACROZE, FEDERICO AV. 1947;-58.44129902;-34.565719;LACROZE, FEDERICO AV.;1947;PALERMO;14;
15;166;20;015-166-020;13158408/18;19-15-166-20;2019-06-14;E.SIVORI 2936/38;Comuna 14;1425;C1425DXB;Obra Menor;450.07;SIVORI, EDUARDO 2936;-58.40123061;-34.57873952;SIVORI, EDUARDO;2936;PALERMO;14;
19;158;018a;019-158-018a;21499203/18;18-19-158-18A;2019-06-18;DARRAGUEIRA 2317/21;Comuna 14;1425;C1425FLD;Obra Media;1175.23;DARREGUEYRA 2317;-58.42507981;-34.58184317;DARREGUEYRA;2317;PALERMO;14;
23;20;21;023-020-021;25229911/19;17-23-20-21;2019-09-24;CABILDO 701/15;Comuna 14;1426;C1426AAH;Micro Obra;;CABILDO AV. 701;-58.44401725;-34.57004478;CABILDO AV.;701;PALERMO;14;
19;74;31;019-074-031;34972109/18;18-19-74-31;2019-06-26;C.RICA 4051/53;Comuna 14;1176;C1176ADC;Obra Media;1615.9;COSTA RICA 4051;-58.41982262;-34.59123928;COSTA RICA;4051;PALERMO;14;
19;49;14;019-049-014;13075414/19;18-19-049-14;2019-08-08;ARMENIA 1679/83;Comuna 14;1414;C1414DKI;Obra Menor;269.63;ARMENIA 1679;-58.42731694;-34.58972333;ARMENIA;1679;PALERMO;14;
33;85;044b;033-085-044b;27998788/18;17-33-85-44B;2019-08-28;AREVALO 1470/76A;Comuna 14;1414;C1414CQD;Micro Obra;;AREVALO 1470;-58.44303816;-34.58274136;AREVALO;1470;PALERMO;14;
23;82;2A;023-082-2A;34848672/18;23-23-82-2A/3;2019-08-07;ARCE 434/60;Comuna 14;1426;C1426BSF;Obra Mayor;5099.78;ARCE 434;-58.43204335;-34.57042997;ARCE;434;PALERMO;14;
23;82;3;023-082-3;34848672/18;23-23-82-2A/3;2019-08-07;ARCE 434/60;Comuna 14;1426;C1426BSF;Obra Mayor;5099.78;ARCE 434;-58.43204335;-34.57042997;ARCE;434;PALERMO;14;
23;4;18;023-004-018;19274889/18;17-23-004-018;2019-06-06;ANCON 5347/49;Comuna 14;1425;C1425BZE;Obra Media;1181.99;ANCON 5347;-58.43361788;-34.57462242;ANCON;5347;PALERMO;14;
23;80;029d;023-080-029d;12120659/19;17-23-80-29d;2019-10-07;ARGUIBEL 2860;Comuna 14;1426;C1426DKB;Micro Obra;;ARGUIBEL, ANDRES 2860;-58.43003103;-34.57202516;ARGUIBEL, ANDRES;2860;PALERMO;14;
35;78;2;035-078-002;20105889/19;17-35-78-2;2019-09-30;C.DE LA PAZ 16;Comuna 14;1426;C1426AFB;Obra Menor;311.17;CIUDAD DE LA PAZ 16;-58.43814517;-34.5767382;CIUDAD DE LA PAZ;16;PALERMO;14;
35;4;15;035-004-015;31318002/18;17-035-004-015;2019-08-27;CARRANZA 1559;Comuna 14;1414;C1414COO;Obra Menor;50;CARRANZA, ANGEL JUSTINIANO 1559;-58.4394343;-34.58393873;CARRANZA, ANGEL JUSTINIANO;1559;PALERMO;14;
21;101;12;021-101-012;7028087/19;18-21-101-12;2019-06-03;CASTEX 3285/89;Comuna 14;1425;C1425CDC;Micro Obra;24.63;CASTEX 3285;-58.40425156;-34.57865884;CASTEX;3285;PALERMO;14;
35;35D;14;035-35D-014;22937043/19;17-35-35D-14;2019-09-16;CONVENCION 1944;Comuna 14;1414;C1414CRB;Micro Obra;;CONVENCION 1944;-58.44077585;-34.57984964;CONVENCION;1944;PALERMO;14;
33;70;24;033-070-024;32394029/18;17-33-70-24;2019-11-07;CORDOBA 5877;Comuna 14;1414;C1414BBE;Obra Mayor;2031;CORDOBA AV. 5877;-58.44298365;-34.58540973;CORDOBA AV.;5877;PALERMO;14;
33;70;24;033-070-024;32394029/18;17-33-70-24;2019-11-07;CORDOBA 5877;Comuna 14;1414;C1414BBE;Obra Mayor;9;CORDOBA AV. 5877;-58.44298365;-34.58540973;CORDOBA AV.;5877;PALERMO;14;
35;49;23;035-049-023;13659133/18;17-35-049-23;2019-06-07;EL SALVADOR 6083;Comuna 14;1414;C1414BQM;Obra Menor;116.53;EL SALVADOR 6083;-58.44015092;-34.57922157;EL SALVADOR;6083;PALERMO;14;
19;87;6;019-087-006;32527820/18;18-19-087-06;2019-07-31;F.J.S.M.DE ORO 1887;Comuna 14;1414;C1414DBC;Obra Mayor;158;FRAY JUSTO SANTAMARIA DE ORO 1887;-58.42944636;-34.58523549;FRAY JUSTO SANTAMARIA DE ORO;1887;PALERMO;14;
19;87;6;019-087-006;32527820/18;18-19-087-06;2019-07-31;F.J.S.M.DE ORO 1887;Comuna 14;1414;C1414DBC;Obra Mayor;8;FRAY JUSTO SANTAMARIA DE ORO 1887;-58.42944636;-34.58523549;FRAY JUSTO SANTAMARIA DE ORO;1887;PALERMO;14;
23;113;023a;023-113-023a;34134673/18;17-23-113-23a;2019-06-19;F.LACROZE 1755;Comuna 14;1426;C1426CPC;Obra Media;1432.9;LACROZE, FEDERICO 1755;-58.43956014;-34.56392095;LACROZE, FEDERICO;1755;PALERMO;14;
19;155;015b;019-155-015b;32750635/18;18-19-155-15B;2019-08-16;GURRUCHAGA 2332;Comuna 14;1425;C1425FEJ;Obra Media;1149.97;GURRUCHAGA 2332;-58.42221489;-34.58382178;GURRUCHAGA;2332;PALERMO;14;
33;66B;8;033-66B-008;35256895/18;17-33-66B-8;2019-09-30;HUMBOLDT 1317;Comuna 14;1414;C1414CTI;Obra Media;1670.75;HUMBOLDT 1317;-58.43911131;-34.58804584;HUMBOLDT;1317;PALERMO;14;
28;108;12;028-108-012;17675611/16;17-28-108-12;2019-06-07;J.NEWBERY 1680/82;Comuna 14;1426;C1426CXD;Micro Obra;;NEWBERY, JORGE 1680;-58.43462871;-34.56713549;NEWBERY, JORGE;1680;PALERMO;14;
23;23;3;023-023-003;11907472/19;017-023-023-003;2019-06-12;L.M.CAMPOS 1126;Comuna 14;1426;C1426BOW;Micro Obra;;CAMPOS, LUIS M. AV. 1126;-58.4400634;-34.56619196;CAMPOS, LUIS M. AV.;1126;PALERMO;14;
23;6;001h;023-006-001h;20351819/17;17-23-6-1h;2019-09-20;L.M.CAMPOS 280;Comuna 14;1426;C1426BON;Obra Menor;137.13;CAMPOS, LUIS M. AV. 280;-58.43255221;-34.57387606;CAMPOS, LUIS M. AV.;280;PALERMO;14;
19;6;10;019-006-010;34877666/18;18-19-6-10;2019-06-05;MEDRANO 1177;Comuna 14;1179;C1179AAU;Obra Menor;244.09;MEDRANO 1177;-58.4196441;-34.59570505;MEDRANO;1177;PALERMO;14;
33;83C;14;033-83C-014;13785001/18;17-33-83C-14;2019-07-30;NICETO VEGA 5871;Comuna 14;1414;C1414BFI;Obra Mayor;86;VEGA, NICETO, CNEL. AV. 5871;-58.44194428;-34.58451379;VEGA, NICETO, CNEL. AV.;5871;PALERMO;14;
33;83C;14;033-83C-014;13785001/18;17-33-83C-14;2019-07-30;NICETO VEGA 5871;Comuna 14;1414;C1414BFI;Obra Mayor;23;VEGA, NICETO, CNEL. AV. 5871;-58.44194428;-34.58451379;VEGA, NICETO, CNEL. AV.;5871;PALERMO;14;
23;19;8;023-019-008;30234471/18;17-23-019-008;2019-06-04;OLLEROS 2130;Comuna 14;1426;C1426CRN;Obra Menor;158.55;OLLEROS 2130;-58.44133985;-34.56832609;OLLEROS;2130;PALERMO;14;
19;145;019c;019-145-019c;6481747/17;18-19-145-019C;2019-06-04;PARAGUAY 4865/69;Comuna 14;1425;C1425BSU;Obra Media;2418.21;PARAGUAY 4865;-58.42749879;-34.58184805;PARAGUAY;4865;PALERMO;14;
31;102;1;031-102-001;14538114/19;18-31-102-01;2019-05-07;SCALABRINI ORTIZ 1295;Comuna 14;1414;C1414DNM;Micro Obra;;SCALABRINI ORTIZ, RAUL AV. 1295;-58.42793079;-34.59322668;SCALABRINI ORTIZ, RAUL AV.;1295;PALERMO;14;
19;123;13;019-123-013;31600045/18;18-19-123-13;2019-08-08;STA M. DE ORO 2155;Comuna 14;1425;C1425FOC;Obra Mayor;3394.31;FRAY JUSTO SANTAMARIA DE ORO 2155;-58.42738202;-34.58309908;FRAY JUSTO SANTAMARIA DE ORO;2155;PALERMO;14;
19;143;23;019-143-023;10767562/18;18-19-143-23;2019-09-25;URIARTE 2246;Comuna 14;1425;C1425FNF;Obra Menor;70.12;URIARTE 2246;-58.42567664;-34.58278945;URIARTE;2246;PALERMO;14;
19;99;30;019-099-030;25822080/19;18-19-099-030;2019-09-20;VIDT 1636;Comuna 14;1425;C1425DJB;Obra Media;1949.58;VIDT 1636;-58.41672861;-34.5916094;VIDT;1636;PALERMO;14;
35;108;15;035-108-015;20671875/19;17-35-108-15;2019-08-02;ZAPATA 301;Comuna 14;1426;C1426AEE;Obra Media;957.8;ZAPATA 301;-58.44071547;-34.57355115;ZAPATA;301;PALERMO;14;
44;137B;012a;044-137B-012a;15964129/19;1-044-137B-012A;2019-08-20;A.DIAZ 1451;Comuna 7;1406;C1406IBC;Obra Menor;109.1;DIAZ, AVELINO 1451;-58.44068459;-34.63744954;DIAZ, AVELINO;1451;PARQUE CHACABUCO;7;
40;29;29;040-029-029;24812369/18;6-40-29-29;2019-06-26;THOMPSON 819/21;Comuna 7;1424;C1424ALI;Obra Media;1378.95;THOMPSON 819;-58.4387111;-34.62913506;THOMPSON;819;PARQUE CHACABUCO;7;
42;01A;1;042-01A-001;14371111/19;5-42-1A-1;2019-08-20;PUMACAHUA 803/05;Comuna 7;1406;C1406DCQ;Obra Menor;64.2;PUMACAHUA 803;-58.4513795;-34.635297;PUMACAHUA;803;PARQUE CHACABUCO;7;
44;115;11;044-115-011;27913009/16;1-44-115-11;2019-08-28;MIRO 1570/72;Comuna 7;1406;C1406CVF;Obra Media;729.81;MIRO 1570;-58.44339865;-34.63908403;MIRO;1570;PARQUE CHACABUCO;7;
42;57;012a;042-057-012a;35221840/18;5-42-57-12a;2019-06-11;DIRECTORIO 1424/44;Comuna 7;1406;C1406GZQ;Obra Menor;77.12;DIRECTORIO AV. 1424;-58.44736796;-34.63039035;DIRECTORIO AV.;1424;PARQUE CHACABUCO;7;
42;54;004a;042-054-004a;35361434/18;5-42-54-4a;2019-08-26;1º JUNTA 1470/72;Comuna 7;1406;C1406HKD;Obra Media;910.66;PRIMERA JUNTA 1470;-58.44617764;-34.63355039;PRIMERA JUNTA;1470;PARQUE CHACABUCO;7;
44;96;3;044-096-003;33063170/18;1-44-96-003;2019-06-27;ASAMBLEA 1614;Comuna 7;1406;C1406HVT;Obra Mayor;3135.2;ASAMBLEA AV. 1614;-58.44740391;-34.63779164;ASAMBLEA AV.;1614;PARQUE CHACABUCO;7;
47;16; ;047-016- ;6495288/19;1-38-47-16-;2019-06-10;BEAUCHEF 1948/50;Comuna 7;1424;C1424BEN;Obra Menor;84.55;BEAUCHEF 1948;-58.42988751;-34.63966221;BEAUCHEF;1948;PARQUE CHACABUCO;7;
44;108;18;044-108-018;21985583/19;1-44-108-18;2019-08-05;CURAPALIGUE 1350;Comuna 7;1406;C1406DBN;Obra Menor;44.9;CURAPALIGUE AV. 1350;-58.44466603;-34.6378703;CURAPALIGUE AV.;1350;PARQUE CHACABUCO;7;
82;81;29;082-081-029;31545327/18;5-82-81-29;2019-09-17;G.LAFERRERE 1127;Comuna 7;1406;C1406HEA;Obra Media;1724.61;LAFERRERE, GREGORIO DE 1127;-58.44332713;-34.63002019;LAFERRERE, GREGORIO DE;1127;PARQUE CHACABUCO;7;
42;28A;25;042-28A-025;22625631/19;5-42-28A-25;2019-08-30;M.ARGENTINAS 775;Comuna 7;1406;C1406CXO;Obra Menor;216.07;MALVINAS ARGENTINAS 775;-58.44848795;-34.63277696;MALVINAS ARGENTINAS;775;PARQUE CHACABUCO;7;
40;94;24;040-094-024;35378142/18;6-40-94-24;2019-06-05;ZUVIRIA 315;Comuna 7;1424;C1424CKG;Micro Obra;;ZUVIRIA 315;-58.43108524;-34.62876028;ZUVIRIA;315;PARQUE CHACABUCO;7;
61;90;24;061-090-024;21942118/19;15-61-90-24;2019-08-13;TREVERIS 2419/21;Comuna 15;1431;C1431DIC;Micro Obra;;TREVERIS 2419;-58.47628857;-34.58174758;TREVERIS;2419;PARQUE CHAS;15;
61;50;16;061-050-016;20557789/18;15-61-50-16;2019-09-27;GAMARRA 1245/49;Comuna 15;1427;C1427AYC;Obra Media;1302.26;GAMARRA 1245;-58.47485147;-34.58482451;GAMARRA;1245;PARQUE CHAS;15;
61;159;21;061-159-021;31978844/18;15-61-159-21;2019-08-27;GANDARA 3165/67;Comuna 15;;;Obra Menor;240.8;GANDARA 3165;-58.48383155;-34.5848393;GANDARA;3165;PARQUE CHAS;15;
61;51;22;061-051-022;33051674/18;15-61-51-22;2019-01-07;BERGHING 2563;Comuna 15;1427;C1427DFA;Obra Mayor;1216;BEHRING 2563;-58.47511464;-34.58407556;BEHRING;2563;PARQUE CHAS;15;
61;51;22;061-051-022;33051674/18;15-61-51-22;2019-01-07;BERGHING 2563;Comuna 15;1427;C1427DFA;Obra Mayor;94;BEHRING 2563;-58.47511464;-34.58407556;BEHRING;2563;PARQUE CHAS;15;
61;50;9;061-050-009;35312834/18;15-61-50-9;2019-06-27;BEHRING 2574/76;Comuna 15;1427;C1427DFB;Obra Media;1446.22;BEHRING 2574;-58.47472359;-34.58441615;BEHRING;2574;PARQUE CHAS;15;
61;28;28;061-028-028;33358670/18;15-61-28-28;2019-07-29;BAUNESS 938/40;Comuna 15;1427;C1427BCL;Obra Mayor;405;BAUNESS 938;-58.47469195;-34.5897257;BAUNESS;938;PARQUE CHAS;15;
61;28;28;061-028-028;33358670/18;15-61-28-28;2019-07-29;BAUNESS 938/40;Comuna 15;1427;C1427BCL;Obra Mayor;3;BAUNESS 938;-58.47469195;-34.5897257;BAUNESS;938;PARQUE CHAS;15;
61;158;18;061-158-018;27306110/18;15-61-158-18;2019-08-28;BALLIVIAN 3267/69;Comuna 15;1431;C1431CUO;Obra Menor;207.76;BALLIVIAN 3267;-58.48616735;-34.58401615;BALLIVIAN;3267;PARQUE CHAS;15;
61;81;29;061-081-029;33363224/18;15-61-81-29;2019-08-20;ARISMENDI 2519;Comuna 15;1427;C1427DLC;Obra Media;838.28;ARISMENDI 2519;-58.47506689;-34.5831914;ARISMENDI;2519;PARQUE CHAS;15;
61;53;25;061-053-025;24945988/19;15-61-53-25;2019-08-29;BEHRING 2687;Comuna 15;1427;C1427DFC;Micro Obra;;BEHRING 2687;-58.47640302;-34.58565346;BEHRING;2687;PARQUE CHAS;15;
61;179;10;061-179-010;30059661/18;15-61-179-10;2019-12-07;BERLIN 4176;Comuna 15;1431;C1431DJF;Obra Mayor;149;BERLIN 4176;-58.48018585;-34.58257367;BERLIN;4176;PARQUE CHAS;15;
61;179;10;061-179-010;30059661/18;15-61-179-10;2019-12-07;BERLIN 4176;Comuna 15;1431;C1431DJF;Obra Mayor;98;BERLIN 4176;-58.48018585;-34.58257367;BERLIN;4176;PARQUE CHAS;15;
61;79;38;061-079-038;6297050/17;15-61-79-38;2019-01-07;GAMARRA 1418;Comuna 15;1427;C1427AYH;Obra Media;797;GAMARRA 1418;-58.47614041;-34.58393949;GAMARRA;1418;PARQUE CHAS;15;
61;43;7;061-043-007;34898064/19;15-61-43-7;2019-08-02;TASSO 2750;Comuna 15;1427;C1427DDD;Obra Menor;188.6;TASSO 2750;-58.47565995;-34.58730594;TASSO;2750;PARQUE CHAS;15;
61;49;17;061-049-017;17332068/19;15-61-49-17;2019-08-08;TORRENT 1267;Comuna 15;1427;C1427AVC;Micro Obra;;TORRENT 1267;-58.47403156;-34.5834266;TORRENT;1267;PARQUE CHAS;15;
59;43;8;059-043-008;27163966/18;15-59-43-8;2019-07-18;SANCHEZ 2058/60;Comuna 4;1241;C1241ACP;Obra Mayor;2051;SANCHEZ DE LORIA AV. 2058;-58.41063461;-34.63480832;SANCHEZ DE LORIA AV.;2058;PARQUE PATRICIOS;4;
59;43;8;059-043-008;27163966/18;15-59-43-8;2019-07-18;SANCHEZ 2058/60;Comuna 4;1241;C1241ACP;Obra Mayor;3;SANCHEZ DE LORIA AV. 2058;-58.41063461;-34.63480832;SANCHEZ DE LORIA AV.;2058;PARQUE PATRICIOS;4;
32;109;20;032-109-020;34222162/18;002-032-109-020;2019-09-30;GRAL.URQUIZA 1638/40;Comuna 4;1243;C1243AEJ;Obra Mayor;3328.89;URQUIZA, GRAL. 1638;-58.40797238;-34.63000179;URQUIZA, GRAL.;1638;PARQUE PATRICIOS;4;
24;28;26;024-028-026;16350436/18;02-24-28-26;2019-07-18;CASEROS 2871/75;Comuna 4;1264;C1264AAI;Obra Mayor;1363;CASEROS AV. 2871;-58.40328597;-34.63662392;CASEROS AV.;2871;PARQUE PATRICIOS;4;
24;28;26;024-028-026;16350436/18;02-24-28-26;2019-07-18;CASEROS 2871/75;Comuna 4;1264;C1264AAI;Obra Mayor;99;CASEROS AV. 2871;-58.40328597;-34.63662392;CASEROS AV.;2871;PARQUE PATRICIOS;4;
24;95;12;024-095-012;27324361/16;11-24-95-12;2019-09-30;CASEROS 2080/84;Comuna 4;1264;C1264AAN;Obra Media;822.21;CASEROS AV. 2080;-58.39167982;-34.63462988;CASEROS AV.;2080;PARQUE PATRICIOS;4;
24;49;44;024-049-044;14634396/19;2-24-49-44;2019-05-07;COLONIA 259;Comuna 4;1437;C1437JNE;Obra Mayor;42;COLONIA AV. 259;-58.39807178;-34.63899123;COLONIA AV.;259;PARQUE PATRICIOS;4;
24;49;44;024-049-044;14634396/19;2-24-49-44;2019-05-07;COLONIA 259;Comuna 4;1437;C1437JNE;Obra Mayor;34;COLONIA AV. 259;-58.39807178;-34.63899123;COLONIA AV.;259;PARQUE PATRICIOS;4;
59;106;29;059-106-029;19255064/18;15-59-106-29;2019-07-25;SEGUI 2472/74;Comuna 15;1416;C1416BYB;Obra Mayor;153;SEGUI, F. J., ALTE. 2472;-58.46147421;-34.59798649;SEGUI, F. J., ALTE.;2472;PATERNAL;15;
59;106;29;059-106-029;19255064/18;15-59-106-29;2019-07-25;SEGUI 2472/74;Comuna 15;1416;C1416BYB;Obra Mayor;73;SEGUI, F. J., ALTE. 2472;-58.46147421;-34.59798649;SEGUI, F. J., ALTE.;2472;PATERNAL;15;
59;104;25;059-104-025;16877723/19;15-59-104-025;2019-07-24;J.A.GARCIA 1135/37;Comuna 15;1416;C1416EKC;Obra Mayor;113;GARCIA, JUAN AGUSTIN 1135;-58.46438264;-34.59745154;GARCIA, JUAN AGUSTIN;1135;PATERNAL;15;
59;104;25;059-104-025;16877723/19;15-59-104-025;2019-07-24;J.A.GARCIA 1135/37;Comuna 15;1416;C1416EKC;Obra Mayor;92;GARCIA, JUAN AGUSTIN 1135;-58.46438264;-34.59745154;GARCIA, JUAN AGUSTIN;1135;PATERNAL;15;
59;58;8;059-058-008;29975946/17;15-59-58-08;2019-08-07;CUCHA CUCHA 2738/40;Comuna 15;1416;C1416CKH;Obra Media;1724.43;CUCHA CUCHA 2738;-58.46728971;-34.59975686;CUCHA CUCHA;2738;PATERNAL;15;
98;01V;11;098-01V-011;34797062/18;21-98-1V-011;2019-07-18;ELVIRA RAWSON 340;Comuna 1;1107;C1107BCA;Obra Mayor;50284;RAWSON DE DELLEPIANE, ELVIRA AV. 340;-58.36178316;-34.62271851;RAWSON DE DELLEPIANE, ELVIRA AV.;340;PUERTO MADERO;1;
98;01V;11;098-01V-011;34797062/18;21-98-1V-011;2019-07-18;ELVIRA RAWSON 340;Comuna 1;1107;C1107BCA;Obra Mayor;82;RAWSON DE DELLEPIANE, ELVIRA AV. 340;-58.36178316;-34.62271851;RAWSON DE DELLEPIANE, ELVIRA AV.;340;PUERTO MADERO;1;
11;4;009a;011-004-009a;16177493/19;19-011-004-009a;2019-07-29;SANTA FE 2496/500;Comuna 2;1123;C1123AAT;Micro Obra;;SANTA FE AV. 2496;-58.40221091;-34.59474007;SANTA FE AV.;2496;RECOLETA;2;
15;54;61;015-054-061;24522369/18;19-15-54-61;2019-06-28;S.DE BUSTAM.2540/42;Comuna 2;1425;C1425DUZ;Micro Obra;;SANCHEZ DE BUSTAMANTE 2540;-58.402763;-34.58407504;SANCHEZ DE BUSTAMANTE;2540;RECOLETA;2;
11;3;017e;011-003-017e;28434626/19;19-11-03-17E;2019-09-27;PUEYRREDON 1233/39;Comuna 2;1118;C1118AAC;Micro Obra;;PUEYRREDON AV. 1233;-58.4027981;-34.59633784;PUEYRREDON AV.;1233;RECOLETA;2;
15;173;000F;015-173-000F;34740458/18;19-15-173-F;2019-08-27;O.DE OCAMPO 3220/50;Comuna 2;1425;C1425DSU;Micro Obra;;ORTIZ DE OCAMPO AV. 3220;-58.40100956;-34.57515015;ORTIZ DE OCAMPO AV.;3220;RECOLETA;2;
7;33;3;007-033-003;14157147/19;20-07-033-003;2019-06-27;M.T.ALVEAR 1418/20;Comuna 2;1060;C1060AAB;Obra Menor;101.56;ALVEAR, MARCELO T. DE 1418;-58.38732304;-34.59724845;ALVEAR, MARCELO T. DE;1418;RECOLETA;2;
15;84;1;015-084-001;27324304/18;19-15-84-1;2019-11-07;GUEMES 2902/24;Comuna 2;1425;C1425BKB;Obra Mayor;3927;GUEMES 2902;-58.40822255;-34.59254191;GUEMES;2902;RECOLETA;2;
15;84;1;015-084-001;27324304/18;19-15-84-1;2019-11-07;GUEMES 2902/24;Comuna 2;1425;C1425BKB;Obra Mayor;8;GUEMES 2902;-58.40822255;-34.59254191;GUEMES;2902;RECOLETA;2;
15;100;18;015-100-018;24357521/19;19-015-100-018;2019-08-27;CORDOBA 3093/99;Comuna 2;1187;C1187AAE;Obra Media;2347.08;CORDOBA AV. 3093;-58.41012527;-34.59791009;CORDOBA AV.;3093;RECOLETA;2;
15;113;025e;015-113-025e;35404171/18;19-15-113-25e;2019-06-11;CORDOBA 2919/27;Comuna 2;1187;C1187AAD;Obra Mayor;3700.84;CORDOBA AV. 2919;-58.40843851;-34.59776022;CORDOBA AV.;2919;RECOLETA;2;
7;13;021a;007-013-021a;26906643/15;20-7-13-21a;2019-08-12;CORDOBA 1601/57;Comuna 2;1055;C1055AAG;Micro Obra;;CORDOBA AV. 1601;-58.39002298;-34.59922478;CORDOBA AV.;1601;RECOLETA;2;
15;116;43;015-116-043;12294657/17;19-15-116-43;2019-06-27;ANCHORENA 1288/92;Comuna 2;1425;C1425ELD;Micro Obra;;ANCHORENA, TOMAS MANUEL DE, DR. 1288;-58.40633981;-34.59434565;ANCHORENA, TOMAS MANUEL DE, DR.;1288;RECOLETA;2;
15;101;15;015-101-015;20581571/19;19-15-101-15;2019-11-07;AGÜERO 1151/57;Comuna 2;1425;C1425EHA;Micro Obra;;AGUERO 1151;-58.40961533;-34.59632971;AGUERO;1151;RECOLETA;2;
15;43;013a;015-043-013a;21871711/19;19-15-43-13a;2019-09-17;BILLINGHURST 1323;Comuna 2;1425;C1425DTA;Obra Menor;131.48;BILLINGHURST 1323;-58.41324931;-34.59457831;BILLINGHURST;1323;RECOLETA;2;
7;17;8;007-017-008;21433822/19;20-07-017-08;2019-07-15;SANTA FE 1638;Comuna 2;1060;C1060ABP;Obra Mayor;145;SANTA FE AV. 1638;-58.39070908;-34.59621563;SANTA FE AV.;1638;RECOLETA;2;
7;17;8;007-017-008;21433822/19;20-07-017-08;2019-07-15;SANTA FE 1638;Comuna 2;1060;C1060ABP;Obra Mayor;36;SANTA FE AV. 1638;-58.39070908;-34.59621563;SANTA FE AV.;1638;RECOLETA;2;
15;61;15;015-061-015;31960715/18;19-15-61-15;2019-06-14;SOLER 3395;Comuna 2;1425;C1425BWC;Obra Media;1262.29;SOLER 3395;-58.41247781;-34.595396;SOLER;3395;RECOLETA;2;
43;62;13;043-062-013;12664123/17;12-43-062-013;2019-06-28;SUPERI 4447 U.F.1;Comuna 12;1430;C1430FGG;Obra Menor;42.84;SUPERI 4447;-58.48286041;-34.5473026;SUPERI;4447;SAAVEDRA;12;
43;165;002o;043-165-002o;20974841/18;16-43-165-2o;2019-08-12;SAN ISIDRO 4802/14;Comuna 12;1429;C1429ADW;Obra Mayor;67833.49;SAN ISIDRO LABRADOR AV. 4802;-58.47572596;-34.54079517;SAN ISIDRO LABRADOR AV.;4802;SAAVEDRA;12;
