Seccion;Manzana;Parcela;SMP;Expediente;Nomenclacion par;Fecha de registro;Direccion;Comuna 1;Codigo postal;Codigo postal argentino;Tipo obra;Superficie (m2);Direccion normalizada;Lon;Lat;Calle;Altura;Barrio;Comuna;
72;123;26;072-123-026;17423426/16;1-72-123-26;2019-11-07;MURGUIONDO 151/55;Comuna 9;1408;C1408GYC;Obra Mayor;56;MURGUIONDO 151;-58.51862586;-34.64094314;MURGUIONDO;151;LINIERS;9;
72;126;24;072-126-024;35443494/18;1-72-126-24;2019-08-29;MURGUIONDO 646/48;Comuna 9;1408;C1408GYN;Obra Menor;95.61;MURGUIONDO 646;-58.51597277;-34.64535641;MURGUIONDO;646;LINIERS;9;
74;126;18;074-126-018;23037762/19;01-74-126-18;2019-08-16;MURGUIONDO 930/32;Comuna 9;1408;C1408GYT;Obra Mayor;3504;MURGUIONDO 930;-58.51233304;-34.6478072;MURGUIONDO;930;LINIERS;9;
74;126;18;074-126-018;23037762/19;01-74-126-18;2019-08-16;MURGUIONDO 930/32;Comuna 9;1408;C1408GYT;Obra Mayor;58;MURGUIONDO 930;-58.51233304;-34.6478072;MURGUIONDO;930;LINIERS;9;
72;40B;004f;072-40B-004f;18964098/19;1-72-40B-4f;2019-09-20;J.L.SUAREZ 52/64;Comuna 9;1408;C1408FNB;Obra Mayor;4915.82;SUAREZ, JOSE LEON 52;-58.52691742;-34.63978272;SUAREZ, JOSE LEON;52;LINIERS;9;
74;82;32;074-082-032;19681590/19;01-74-082-32;2019-09-10;ACASSUSO 6795;Comuna 9;1408;C1408FEI;Obra Menor;488.59;ACASSUSO 6795;-58.51648096;-34.6509006;ACASSUSO;6795;LINIERS;9;
72;09A;12;072-09A-012;20436617/19;1-72-9A-12;2019-08-06;GRANADA 780;Comuna 9;1408;C1408FLB;Obra Menor;210.08;GRANADA, NICOLAS, CORONEL 780;-58.52770512;-34.64741235;GRANADA, NICOLAS, CORONEL;780;LINIERS;9;
72;114;011b;072-114-011b;15480721/19;01-72-114-11B;2019-06-18;L.DE LA TORRE 104;Comuna 9;1408;C1408GTD;Micro Obra;;DE LA TORRE, LISANDRO 104;-58.5210751;-34.64043565;DE LA TORRE, LISANDRO;104;LINIERS;9;
72;96A;20;072-96A-020;30299749/17;01-72-96A-20;2019-07-18;L.DE LA TORRE 309;Comuna 9;1408;C1408GTG;Obra Mayor;1133;DE LA TORRE, LISANDRO 309;-58.52100561;-34.64284478;DE LA TORRE, LISANDRO;309;LINIERS;9;
72;96A;20;072-96A-020;30299749/17;01-72-96A-20;2019-07-18;L.DE LA TORRE 309;Comuna 9;1408;C1408GTG;Obra Mayor;74;DE LA TORRE, LISANDRO 309;-58.52100561;-34.64284478;DE LA TORRE, LISANDRO;309;LINIERS;9;
72;118;25;072-118-025;35485389/18;1-072-118-025;2019-09-26;M.LEGUIZAMON 632;Comuna 9;1408;C1408GWN;Obra Menor;71.02;LEGUIZAMON, MARTINIANO 632;-58.51803599;-34.64510308;LEGUIZAMON, MARTINIANO;632;LINIERS;9;
72;130;7;072-130-007;19160542/18;1-72-130-7;2019-06-26;PALMAR 6482;Comuna 9;1408;C1408EEB;Obra Menor;51.49;PALMAR 6482;-58.51790091;-34.6435454;PALMAR;6482;LINIERS;9;
72;055B;24;072-055B-024;33870891/18;1-72-055B-24;2019-06-27;V.BOSCH 7053;Comuna 9;1408;C1408ECO;Obra Menor;130.91;BOSCH, VENTURA 7053;-58.52544199;-34.64253771;BOSCH, VENTURA;7053;LINIERS;9;
76;140;13;076-140-013;14552612/19;1-76-140-13;2019-08-23;TAPALQUE 6423/25;Comuna 9;1440;C1440AFE;Obra Menor;93.2;TAPALQUE 6423;-58.50548341;-34.6573977;TAPALQUE;6423;MATADEROS;9;
74;128;025b;074-128-025b;12569433/18;1-74-128-25b;2019-09-24;PIRES 1285/89;Comuna 9;1440;C1440CSI;Obra Media;1812.4;PIERES 1285;-58.50361063;-34.65209485;PIERES;1285;MATADEROS;9;
62;126;19;062-126-019;6626627/19;1-62-126-19;2019-08-20;G.NACIONAL 2154/56;Comuna 9;1440;C1440DUJ;Obra Menor;254.07;GUARDIA NACIONAL 2154;-58.48161294;-34.65680194;GUARDIA NACIONAL;2154;MATADEROS;9;
62;30;019a;062-030-019a;30379188/18;1-62-30-19a;2019-07-29;FONROUGE 2274/76;Comuna 9;1440;C1440CZD;Obra Mayor;859;FONROUGE 2274;-58.49039282;-34.65871565;FONROUGE;2274;MATADEROS;9;
62;30;019a;062-030-019a;30379188/18;1-62-30-19a;2019-07-29;FONROUGE 2274/76;Comuna 9;1440;C1440CZD;Obra Mayor;99;FONROUGE 2274;-58.49039282;-34.65871565;FONROUGE;2274;MATADEROS;9;
62;1;035a;062-001-035a;29612814/17;1-62-01-35a;2019-07-24;EVA OERON 5801/05;Comuna 9;1439;C1439BSJ;Obra Mayor;628;PERON, EVA AV. 5801;-58.48756183;-34.66267455;PERON, EVA AV.;5801;MATADEROS;9;
62;1;035a;062-001-035a;29612814/17;1-62-01-35a;2019-07-24;EVA OERON 5801/05;Comuna 9;1439;C1439BSJ;Obra Mayor;44;PERON, EVA AV. 5801;-58.48756183;-34.66267455;PERON, EVA AV.;5801;MATADEROS;9;
76;96;7;076-096-007;33031856/18;1-76-96-07;2019-06-27;BRAGADO 6872/76;Comuna 9;1440;C1440ADN;Obra Media;698.58;BRAGADO 6872;-58.50965112;-34.65942984;BRAGADO;6872;MATADEROS;9;
74;95;32;074-095-032;13934225/17;1-74-95-32;2019-06-14;ZELADA 6507/09;Comuna 9;1440;C1440BXC;Obra Menor;95.92;ZELADA 6507;-58.51008119;-34.65273513;ZELADA;6507;MATADEROS;9;
74;48;16;074-048-016;24530450/18;1-74-48-16;2019-09-30;ANDALGALA 1850/52;Comuna 9;1440;C1440ENL;Obra Media;1012.4;ANDALGALA 1850;-58.51195262;-34.65767614;ANDALGALA;1850;MATADEROS;9;
74;39B;6;074-39B-006;14647287/17;01-074-39B-006;2019-08-27;ANDALGALA 1845;Comuna 9;1440;C1440ENK;Micro Obra;;ANDALGALA 1845;-58.51240856;-34.65809666;ANDALGALA;1845;MATADEROS;9;
74;062A;014a;074-062A-014a;16873637/19;21-74-062A-014A;2019-06-27;C.DE GOMEZ 1317;Comuna 9;1440;C1440EGA;Obra Menor;195.78;CAÑADA DE GOMEZ 1317;-58.51577835;-34.6527268;CAÑADA DE GOMEZ;1317;MATADEROS;9;
62;72;33;062-072-033;12135225/16;1-62-72-33;2019-06-05;CORVALAN 1947;Comuna 9;1440;C1440DJE;Obra Menor;345.95;CORVALAN 1947;-58.48788175;-34.65618785;CORVALAN;1947;MATADEROS;9;
76;30;6;076-030-006;20351494/18;1-76-30-6;2019-09-16;J.L.SUAREZ 2171;Comuna 9;1440;C1440EYM;Obra Media;622.94;SUAREZ, JOSE LEON 2171;-58.51444784;-34.66214407;SUAREZ, JOSE LEON;2171;MATADEROS;9;
76;9;39;076-009-039;16153946/19;17-076-009-039;2019-07-15;SALADILLO 3005;Comuna 9;1440;C1440FGI;Obra Mayor;239;SALADILLO 3005;-58.50426927;-34.67099189;SALADILLO;3005;MATADEROS;9;
76;9;39;076-009-039;16153946/19;17-076-009-039;2019-07-15;SALADILLO 3005;Comuna 9;1440;C1440FGI;Obra Mayor;89;SALADILLO 3005;-58.50426927;-34.67099189;SALADILLO;3005;MATADEROS;9;
74;113;30;074-113-030;12602029/19;1-74-113-30;2019-08-13;ZELADA 6375;Comuna 9;1440;C1440BWY;Obra Media;671.34;ZELADA 6375;-58.50903463;-34.65172351;ZELADA;6375;MATADEROS;9;
1;74;50;001-074-050;16134313/19;01-074-050;2019-07-25;ZELADA 7085;Comuna 9;1440;C1440BXM;Obra Mayor;131;ZELADA 7085;-58.51373329;-34.65627361;ZELADA;7085;MATADEROS;9;
1;74;50;001-074-050;16134313/19;01-074-050;2019-07-25;ZELADA 7085;Comuna 9;1440;C1440BXM;Obra Mayor;97;ZELADA 7085;-58.51373329;-34.65627361;ZELADA;7085;MATADEROS;9;
74;40;17;074-040-017;35464553/18;1-74-40-17;2019-06-14;ZELADA 7160;Comuna 9;1440;C1440BXP;Obra Menor;379.91;ZELADA 7160;-58.51406004;-34.65715242;ZELADA;7160;MATADEROS;9;
60;57;19;060-057-019;35316670/18;1-060-057-019;2019-07-19;ZEQUEIRA 5565;Comuna 9;1440;C1440BTE;Obra Mayor;761;GARCIA GRANDE DE ZEQUEIRA, SEVERO 5565;-58.5012604;-34.64610929;GARCIA GRANDE DE ZEQUEIRA, SEVERO;5565;MATADEROS;9;
60;57;19;060-057-019;35316670/18;1-060-057-019;2019-07-19;ZEQUEIRA 5565;Comuna 9;1440;C1440BTE;Obra Mayor;42;GARCIA GRANDE DE ZEQUEIRA, SEVERO 5565;-58.5012604;-34.64610929;GARCIA GRANDE DE ZEQUEIRA, SEVERO;5565;MATADEROS;9;
12;13;005c;012-013-005c;32763340/18;13-12-13-5c;2019-07-19;V.CEBALLOS 341/57;Comuna 1;1077;C1077AAG;Obra Mayor;8273;CEVALLOS, VIRREY 341;-58.38934181;-34.61303797;CEVALLOS, VIRREY;341;MONTSERRAT;1;
12;13;005c;012-013-005c;32763340/18;13-12-13-5c;2019-07-19;V.CEBALLOS 341/57;Comuna 1;1077;C1077AAG;Obra Mayor;53;CEVALLOS, VIRREY 341;-58.38934181;-34.61303797;CEVALLOS, VIRREY;341;MONTSERRAT;1;
12;72;28;012-072-028;18469335/19;13-12-72-28;2019-08-15;TACUARI 589/91;Comuna 1;1071;C1071AAK;Obra Media;500.13;TACUARI 589;-58.37911015;-34.61503008;TACUARI;589;MONTSERRAT;1;
12;55;35;012-055-035;30016639/17;13-12-55-35;2019-06-12;LIMA 221/39;Comuna 1;1073;C1073AAE;Obra Menor;165.46;LIMA 221;-58.38212001;-34.61121401;LIMA;221;MONTSERRAT;1;
2;32;008a;002-032-008a;35444675/18;13-2-32-8a;2019-07-29;MORENO 550/72;Comuna 1;1091;C1091AAL;Obra Mayor;84;MORENO 550;-58.37408574;-34.61187793;MORENO;550;MONTSERRAT;1;
2;32;008a;002-032-008a;35444675/18;13-2-32-8a;2019-07-29;MORENO 550/72;Comuna 1;1091;C1091AAL;Obra Mayor;38;MORENO 550;-58.37408574;-34.61187793;MORENO;550;MONTSERRAT;1;
2;74;0;002-074-000;18863919/18;13-2-74-000;2019-06-13;MEXICO 99;Comuna 1;1097;C1097AAA;Obra Mayor;81124.63;MEXICO 99;-58.36765901;-34.61463512;MEXICO;99;MONTSERRAT;1;
12;52;5;012-052-005;16661981/17;13-12-52-05;2019-09-16;VENEZUELA 1146;Comuna 1;1095;C1095AAX;Micro Obra;;REPUBLICA BOLIVARIANA DE VENEZUELA 1146;-58.38234538;-34.61460198;REPUBLICA BOLIVARIANA DE VENEZUELA;1146;MONTSERRAT;1;
12;44;29;012-044-029;7793615/18;13-12-044-029;2019-06-13;VENEZUELA 1267;Comuna 1;1095;C1095AAY;Obra Media;546.54;REPUBLICA BOLIVARIANA DE VENEZUELA 1267;-58.38405595;-34.61413904;REPUBLICA BOLIVARIANA DE VENEZUELA;1267;MONTSERRAT;1;
85;24;49;085-024-049;17378521/19;15-085-024-049;2019-03-07;CERVANTES 1654;Comuna 10;1407;C1407BHD;Obra Mayor;30;CERVANTES 1654;-58.50657842;-34.62429814;CERVANTES;1654;MONTE CASTRO;10;
85;24;49;085-024-049;17378521/19;15-085-024-049;2019-03-07;CERVANTES 1654;Comuna 10;1407;C1407BHD;Obra Mayor;19;CERVANTES 1654;-58.50657842;-34.62429814;CERVANTES;1654;MONTE CASTRO;10;
85;38D;16;085-38D-016;34193835/18;15-85-38D-16;2019-06-28;N.TREJO 5037/37A;Comuna 10;1407;C1407GHA;Obra Media;943.11;TREJO NEMESIO 5037;-58.50677376;-34.62213559;TREJO NEMESIO;5037;MONTE CASTRO;10;
87;15a;14;087-15a-014;17559148/19;15-87-15a-14;2019-09-27;LASCANO 5110/12;Comuna 10;1417;C1417HAF;Micro Obra;6.12;LASCANO 5110;-58.51021187;-34.62146266;LASCANO;5110;MONTE CASTRO;10;
81;002B;023a;081-002B-023a;11900486/19;15-81-002B-023A;2019-08-07;L.DE VEGA 1869/73;Comuna 10;1417;C1417COB;Obra Menor;410.22;LOPE DE VEGA AV. 1869;-58.51330592;-34.62267111;LOPE DE VEGA AV.;1869;MONTE CASTRO;10;
87;016A;005a;087-016A-005a;19297256/19;15-087-016A-005A;2019-09-23;CERVANTES 2030/34;Comuna 10;1417;C1417CBD;Obra Media;1669.2;CERVANTES 2030;-58.51052656;-34.62084975;CERVANTES;2030;MONTE CASTRO;10;
81;03A;31;081-03A-031;28214210/17;15-81-3A-31;2019-08-16;ARREGUI 4445;Comuna 10;1417;C1417GNQ;Obra Media;994.52;ARREGUI 4445;-58.50355411;-34.61538115;ARREGUI;4445;MONTE CASTRO;10;
85;039A;12;085-039A-012;27166913/18;15-85-039A-12;2019-08-28;RENQUE CURA 1861;Comuna 10;1407;C1407CME;Obra Media;739.32;RENQUE CURA 1861;-58.50787132;-34.62154952;RENQUE CURA;1861;MONTE CASTRO;10;
81;30;33;081-030-033;15447882/19;15-081-030-033;2019-09-23;SANTO TOME 4247;Comuna 10;1417;C1417GGM;Obra Media;1176;SANTO TOME 4247;-58.50230147;-34.61325105;SANTO TOME;4247;MONTE CASTRO;10;
46;150;19;046-150-019;1743777/16;01-46-150-19;2019-08-21;TABARE 1566/70;Comuna 4;1437;C1437FHL;Obra Menor;150.65;TABARE 1566;-58.42564789;-34.65282558;TABARE;1566;NUEVA POMPEYA;4;
34;39B;17;034-39B-017;2047745/19;2-34-39B-17;2019-08-20;STO DOMINGO 4389;Comuna 4;1437;C1437IDK;Obra Menor;141.18;SANTO DOMINGO 4389;-58.40933948;-34.65736787;SANTO DOMINGO;4389;NUEVA POMPEYA;4;
38;171;005a;038-171-005a;5695633/19;1-38-171-5A;2019-09-10;LA PLATA 2854/56;Comuna 4;1437;C1437DHT;Obra Menor;214.85;LA PLATA AV. 2854;-58.41804019;-34.64748096;LA PLATA AV.;2854;NUEVA POMPEYA;4;
34;84a;0;034-84a-000;9872967/17;2-34-84a-000;2019-12-07;IGUAZU 1837;Comuna 4;1437;C1437EUS;Micro Obra;;IGUAZU 1837;-58.40182082;-34.6582439;IGUAZU;1837;NUEVA POMPEYA;4;
29;25;2;029-025-002;20578816/19;16-29-25-002;2019-09-30;VEDIA 2214;Comuna 13;1429;C1429EJL;Obra Menor;236.25;VEDIA 2214;-58.47290865;-34.53913024;VEDIA;2214;"NU&Ntilde;EZ";13;
29;25;2;029-025-002;20578816/19;16-29-25-002;2019-09-30;VEDIA 2214;Comuna 13;1429;C1429EJL;Obra Menor;236.25;VEDIA 2214;-58.47290865;-34.53913024;VEDIA;2214;"NU&Ntilde;EZ";13;
27;48B;1;027-48B-001;32107508/18;16-27-48B-1;2019-06-13;O,HIGGINS 2857/61;Comuna 13;1429;C1429BBA;Obra Menor;107.45;O'HIGGINS 2857;-58.45893516;-34.5527677;O'HIGGINS;2857;"NU&Ntilde;EZ";13;
41;134;10;041-134-10;17489615/19;16-41-134-10/11;2019-08-16;MOLDES 2981/83;Comuna 13;1429;C1429AFA;Micro Obra;;MOLDES 2981;-58.46570748;-34.55602752;MOLDES;2981;"NU&Ntilde;EZ";13;
41;134;11;041-134-11;17489615/19;16-41-134-10/11;2019-08-16;MOLDES 2981/83;Comuna 13;1429;C1429AFA;Micro Obra;;MOLDES 2981;-58.46570748;-34.55602752;MOLDES;2981;"NU&Ntilde;EZ";13;
41;90;001c;041-090-001c;32523530/18;16-41-90-1c;2019-07-31;CONESA 2930/32;Comuna 13;1429;C1429ALB;Obra Mayor;391;CONESA 2930;-58.46867062;-34.55817961;CONESA;2930;"NU&Ntilde;EZ";13;
41;90;001c;041-090-001c;32523530/18;16-41-90-1c;2019-07-31;CONESA 2930/32;Comuna 13;1429;C1429ALB;Obra Mayor;82;CONESA 2930;-58.46867062;-34.55817961;CONESA;2930;"NU&Ntilde;EZ";13;
29;12;4;029-012-004;10467875/18;16-29-12-4;2019-09-20;CABILDO 4801/61;Comuna 13;1429;C1429ABG;Obra Menor;469.26;CABILDO AV. 4801;-58.4742907;-34.54061899;CABILDO AV.;4801;"NU&Ntilde;EZ";13;
27;65;19;027-065-019;17384109/19;16-027-065-019;2019-09-20;3 DE FREBRERO 3331;Comuna 13;1429;C1429BFK;Micro Obra;;3 DE FEBRERO 3331;-58.46068705;-34.54805373;3 DE FEBRERO;3331;"NU&Ntilde;EZ";13;
27;75;009a;027-075-009a;21201715/19;16-27-75-009A;2019-09-27;11 DE SEPT.3201/05;Comuna 13;1429;C1429BII;Obra Media;790.58;11 DE SEPTIEMBRE DE 1888 3201;-58.45901471;-34.54851079;11 DE SEPTIEMBRE DE 1888;3201;"NU&Ntilde;EZ";13;
29;82A;009a;029-82A-009a;23557479/17;16-29-82A-9A;2019-08-28;11 DE SEPT. 3966/74;Comuna 13;1429;C1429BIX;Micro Obra;;11 DE SEPTIEMBRE DE 1888 3966;-58.46348019;-34.54313771;11 DE SEPTIEMBRE DE 1888;3966;"NU&Ntilde;EZ";13;
27;54;7;027-054-007;35436441/18;16-27-54-7;2019-09-20;3 DE FEBRERO 3396;Comuna 13;1429;C1429BFL;Obra Menor;401.59;3 DE FEBRERO 3396;-58.46125702;-34.547798;3 DE FEBRERO;3396;"NU&Ntilde;EZ";13;
41;150;9;041-150-009;14628816/19;16-41-150-09;2019-08-23;AMENABAR 3465;Comuna 13;1429;C1429AEK;Obra Menor;38;AMENABAR 3465;-58.46894531;-34.55134893;AMENABAR;3465;"NU&Ntilde;EZ";13;
27;39;17;027-039-017;8083951/19;16-27-39-17;2019-02-07;ARCOS 3031;Comuna 13;1429;C1429AZE;Obra Menor;35;ARCOS 3031;-58.46173688;-34.55166892;ARCOS;3031;"NU&Ntilde;EZ";13;
27;33;028b;027-033-028b;33204965/18;16-27-33-28b;2019-06-27;ARCOS 3558;Comuna 13;1429;C1429AZP;Obra Menor;368.06;ARCOS 3558;-58.46506243;-34.54791783;ARCOS;3558;"NU&Ntilde;EZ";13;
27;84;15;027-084-015;11436387/19;16-27-84-15;2019-01-07;ARRIBEÑOS 3007;Comuna 13;1429;C1429BKE;Obra Mayor;190;ARRIBEÑOS 3007;-58.45707021;-34.54953206;ARRIBEÑOS;3007;"NU&Ntilde;EZ";13;
27;84;15;027-084-015;11436387/19;16-27-84-15;2019-01-07;ARRIBEÑOS 3007;Comuna 13;1429;C1429BKE;Obra Mayor;63;ARRIBEÑOS 3007;-58.45707021;-34.54953206;ARRIBEÑOS;3007;"NU&Ntilde;EZ";13;
29;57B;8;029-57B-008;16481924/19;16-29-57B-8;2019-08-12;BESARES 1976;Comuna 13;1429;C1429DID;Obra Menor;327.05;BESARES 1976;-58.46643919;-34.54316572;BESARES;1976;"NU&Ntilde;EZ";13;
41;107;15;041-107-015;8431472/19;16-041-107-015;2019-06-25;CONESA 3555;Comuna 13;1429;C1429ALM;Obra Menor;58.4;CONESA 3555;-58.4728655;-34.55243097;CONESA;3555;"NU&Ntilde;EZ";13;
29;11;13;029-011-013;17216793/19;16-29-11-13;2019-06-14;DEHEZA 2371;Comuna 13;1429;C1429EAM;Micro Obra;;DEHEZA 2371;-58.4733768;-34.54110465;DEHEZA;2371;"NU&Ntilde;EZ";13;
27;84;6;027-084-006;29740678/18;16-27-084-06;2019-07-18;GUAYRA 1664;Comuna 13;1429;C1429CID;Obra Mayor;684;GUAYRA 1664;-58.45720822;-34.54896947;GUAYRA;1664;"NU&Ntilde;EZ";13;
27;84;6;027-084-006;29740678/18;16-27-084-06;2019-07-18;GUAYRA 1664;Comuna 13;1429;C1429CID;Obra Mayor;58;GUAYRA 1664;-58.45720822;-34.54896947;GUAYRA;1664;"NU&Ntilde;EZ";13;
27;39;25;027-039-025;32667111/18;16-27-39-25;2019-09-30;IBERA 2063;Comuna 13;1429;C1429CMA;Obra Media;708.07;IBERA 2063;-58.46132255;-34.55162693;IBERA;2063;"NU&Ntilde;EZ";13;
29;17;14;029-017-014;18063688/19;16-29-17-14;2019-07-18;PAROISSIEN 2287;Comuna 13;1429;C1429CXG;Obra Mayor;974;PAROISSIEN 2287;-58.46854401;-34.54579001;PAROISSIEN;2287;"NU&Ntilde;EZ";13;
29;17;14;029-017-014;18063688/19;16-29-17-14;2019-07-18;PAROISSIEN 2287;Comuna 13;1429;C1429CXG;Obra Mayor;16;PAROISSIEN 2287;-58.46854401;-34.54579001;PAROISSIEN;2287;"NU&Ntilde;EZ";13;
41;90;14;041-090-014;17650608/19;16-41-90-14;2019-08-20;QUESADA 3088;Comuna 13;1429;C1429COX;Obra Menor;270.6;QUESADA 3088;-58.46974806;-34.55796398;QUESADA;3088;"NU&Ntilde;EZ";13;
31;112;9;031-112-009;18104411/18;18-31-112-009/010;2019-07-30;THAMES 1343/47;Comuna 14;1414;C1414DDA;Obra Mayor;2388;THAMES 1343;-58.43363298;-34.59007956;THAMES;1343;PALERMO;14;
31;112;10;031-112-010;18104411/18;18-31-112-009/010;2019-07-30;THAMES 1343/47;Comuna 14;1414;C1414DDA;Obra Mayor;2388;THAMES 1343;-58.43363298;-34.59007956;THAMES;1343;PALERMO;14;
31;112;9;031-112-009;18104411/18;18-31-112-009/010;2019-07-30;THAMES 1343/47;Comuna 14;1414;C1414DDA;Obra Mayor;6;THAMES 1343;-58.43363298;-34.59007956;THAMES;1343;PALERMO;14;
31;112;10;031-112-010;18104411/18;18-31-112-009/010;2019-07-30;THAMES 1343/47;Comuna 14;1414;C1414DDA;Obra Mayor;6;THAMES 1343;-58.43363298;-34.59007956;THAMES;1343;PALERMO;14;
19;141;11;019-141-011;23821397/19;18-19-141-11;2019-09-24;THAMES 2251/55;Comuna 14;1425;C1425FIE;Obra Menor;281.2;THAMES 2251;-58.42463883;-34.58356224;THAMES;2251;PALERMO;14;
23;29;41;023-029-041;16660193/19;17-023-029-041;2019-07-15;T.GARCIA 2341/43;Comuna 14;1426;C1426DMO;Obra Mayor;589;GARCIA, TEODORO 2341;-58.44504699;-34.5685323;GARCIA, TEODORO;2341;PALERMO;14;
23;29;41;023-029-041;16660193/19;17-023-029-041;2019-07-15;T.GARCIA 2341/43;Comuna 14;1426;C1426DMO;Obra Mayor;95;GARCIA, TEODORO 2341;-58.44504699;-34.5685323;GARCIA, TEODORO;2341;PALERMO;14;
23;30;171;023-030-171;20978416/16;17-23-30-171;2019-08-13;T.GARCIA 2259/63;Comuna 14;1426;C1426DMM;Micro Obra;;GARCIA, TEODORO 2259;-58.44429407;-34.56759626;GARCIA, TEODORO;2259;PALERMO;14;
35;90;20;035-090-020;28023457/16;17-35-90-020;2019-06-18;SOLER 6073/77;Comuna 14;1425;C1425BYO;Obra Media;2227.19;SOLER 6073;-58.43723423;-34.57694022;SOLER;6073;PALERMO;14;
15;4;3;015-004-003;32830084/18;15-004-003;2019-08-15;SOLER 3644/50;Comuna 14;1425;C1425BWJ;Obra Media;1213.14;SOLER 3644;-58.41495741;-34.59379111;SOLER;3644;PALERMO;14;
21;90;028a;021-090-028a;16944814/17;18-21-90-28A;2019-06-13;SEGUI 4646/62;Comuna 14;1425;C1425ADF;Obra Menor;341.12;SEGUI, JUAN FRANCISCO 4646;-58.4220252;-34.57359797;SEGUI, JUAN FRANCISCO;4646;PALERMO;14;
19;170;41;019-170-041;15969107/19;18-19-170-41;2019-07-31;SANTA FE 3984/88;Comuna 14;1425;C1425BHO;Obra Mayor;650;SANTA FE AV. 3984;-58.41999264;-34.58281861;SANTA FE AV.;3984;PALERMO;14;
19;170;41;019-170-041;15969107/19;18-19-170-41;2019-07-31;SANTA FE 3984/88;Comuna 14;1425;C1425BHO;Obra Mayor;34;SANTA FE AV. 3984;-58.41999264;-34.58281861;SANTA FE AV.;3984;PALERMO;14;
19;48;34;019-048-034;9590519/18;18-19-048-034;2019-08-08;S.ORTIZ 1562/64;Comuna 14;1414;C1414DOP;Obra Mayor;3010.71;SCALABRINI ORTIZ, RAUL AV. 1562;-58.42557956;-34.59094603;SCALABRINI ORTIZ, RAUL AV.;1562;PALERMO;14;
21;64;12;021-064-012;29917317/18;18-21-64-12;2019-08-29;R.A.SIRIA 3183/85;Comuna 14;1425;C1425EYM;Obra Media;1865.59;REPUBLICA ARABE SIRIA 3183;-58.41246067;-34.57950864;REPUBLICA ARABE SIRIA;3183;PALERMO;14;
19;145;017d;019-145-017d;26670587/15;18-19-145-17d;2019-09-26;PARAGUAY 4871/99;Comuna 14;1425;C1425BSU;Micro Obra;;PARAGUAY 4871;-58.42760539;-34.58182903;PARAGUAY;4871;PALERMO;14;
19;95;17;019-095-017;30402527/17;18-19-95-17;2019-08-16;NICARAGUA 5087/89;Comuna 14;1414;C1414BVO;Obra Media;882.66;NICARAGUA 5087;-58.42914108;-34.58488879;NICARAGUA;5087;PALERMO;14;
33;84;020a;033-084-020a;16390475/19;17-33-84-20a;2019-07-30;N.VEGA 5955/69;Comuna 14;1414;C1414BFK;Obra Mayor;2658;VEGA, NICETO, CNEL. AV. 5955;-58.44289694;-34.58384384;VEGA, NICETO, CNEL. AV.;5955;PALERMO;14;
33;82;029a;033-082-029a;30278601/17;17-33-82-29A;2019-09-20;N.VEGA 5765/81;Comuna 14;1414;C1414BFG;Micro Obra;;VEGA, NICETO, CNEL. AV. 5765;-58.44078533;-34.5853495;VEGA, NICETO, CNEL. AV.;5765;PALERMO;14;
15;3;52;015-003-052;6890830/16;19-15-3-52;2019-08-27;M.BRAVO 1302/06;Comuna 14;1175;C1175ABZ;Obra Menor;259.03;BRAVO, MARIO 1302;-58.41499341;-34.59459787;BRAVO, MARIO;1302;PALERMO;14;
17;23;87;017-023-087;19101539/19;17-23-87;2019-07-18;L.M.CAMPOS 901/87;Comuna 14;1426;C1426BOH;Obra Mayor;32;CAMPOS, LUIS M. AV. 901;-58.43726885;-34.56759509;CAMPOS, LUIS M. AV.;901;PALERMO;14;
17;23;87;017-023-087;19101539/19;17-23-87;2019-07-18;L.M.CAMPOS 901/87;Comuna 14;1426;C1426BOH;Obra Mayor;84;CAMPOS, LUIS M. AV. 901;-58.43726885;-34.56759509;CAMPOS, LUIS M. AV.;901;PALERMO;14;
15;162A;59;015-162A-059;20249254/19;19-15-162A-059;2019-07-31;JUEZ TEDIN 2739/45;Comuna 14;1425;C1425CWA;Obra Mayor;2451;TEDIN, JUEZ 2739;-58.39728942;-34.57834662;TEDIN, JUEZ;2739;PALERMO;14;
15;162A;59;015-162A-059;20249254/19;19-15-162A-059;2019-07-31;JUEZ TEDIN 2739/45;Comuna 14;1425;C1425CWA;Obra Mayor;55;TEDIN, JUEZ 2739;-58.39728942;-34.57834662;TEDIN, JUEZ;2739;PALERMO;14;
21;118;006b;021-118-006b;13207935/18;18-21-118-6b;2019-06-25;J.SALGUERO 3147/3211;Comuna 14;1425;C1425DFC;Micro Obra;;SALGUERO, JERONIMO 3147;-58.40394489;-34.57583341;SALGUERO, JERONIMO;3147;PALERMO;14;
19;5;25;019-005-025;28394748/19;18-19-5-25;2019-09-30;J.SALGUERO 1205/09;Comuna 14;1177;C1177AEW;Micro Obra;;SALGUERO, JERONIMO 1205;-58.41864396;-34.59642552;SALGUERO, JERONIMO;1205;PALERMO;14;
19;5;25;019-005-025;28394748/19;18-19-5-25;2019-09-26;J.SALGUERO 1205/09;Comuna 14;1177;C1177AEW;Obra Media;2159.63;SALGUERO, JERONIMO 1205;-58.41864396;-34.59642552;SALGUERO, JERONIMO;1205;PALERMO;14;
